Route ID,Departure City,Arrival City,Departure Time,Arrival Time,Train Type,Days of Operation,First Class ticket rate (in euro),Second Class ticket rate (in euro)
R02159,Porto,Vigo,7:35,8:54,Italo,Sat-Sun,67,43
R02162,Portsmouth,Oxford,12:25,15:05,EuroCity,Mon-Fri,55,36
R02167,Portsmouth,Reading,13:20,15:53,EuroCity,Mon-Fri,71,47
R02170,Portsmouth,Southampton,13:05,14:46,Railjet,Sat-Sun,75,48
R02173,Potsdam,Berlin,17:00,20:34,RegioExpress,Fri-Sun,45,36
R02175,Potsdam,Dresden,15:10,19:43,RE,"Tue,Thu",60,44
R02176,Potsdam,Dresden,12:45,15:35,Italo,Daily,71,52
R02195,Prague,Krakow,5:55,7:32,InterCity,Fri-Sun,26,20
R02196,Prague,Krakow,5:55,8:08,RJX,Sat-Sun,85,58
R02224,Ravenna,Rimini,18:35,21:42,ICE,"Mon,Wed,Fri",107,78
R02226,Ravenna,Rome,5:50,9:14,InterCity,"Mon,Wed,Fri",67,45
R02227,Ravenna,Rome,5:25,9:49,RE,Mon-Fri,51,42
R02230,Reading,Brighton,19:50,22:17,ICE,Mon-Fri,99,61
R02231,Reading,Cork,12:20,14:24,Italo,Daily,84,61
R02232,Reading,Cork,12:20,14:16,Frecciarossa,Fri-Sun,75,52
R02236,Reading,Portsmouth,16:20,17:20,Railjet,Fri-Sun,51,36
R02241,Regensburg,Karlsruhe,7:15,11:38,RE,Mon-Fri,56,43
R02245,Regensburg,Nuremberg,14:10,16:56,ICE,"Tue,Thu",98,59
R02248,Regensburg,Stuttgart,17:00,18:29,Italo,Fri-Sun,55,41
R02250,Reggio Calabria,Brindisi,14:15,17:49,Railjet,Sat-Sun,127,80
R02254,Reggio Calabria,Messina,15:20,18:26,Railjet,Mon-Fri,90,66
R02255,Reggio Calabria,Palermo,13:00,15:29,Railjet,Sat-Sun,90,59
R02256,Reggio Calabria,Palermo,12:35,14:11,AVE,"Tue,Thu",83,55
R02259,Reggio Calabria,Taranto,9:40,11:42,RegioExpress,Daily,27,20
R02265,Reggio Emilia,Modena,14:45,16:14,AVE,Fri-Sun,38,26
R02266,Reggio Emilia,Parma,12:20,16:32,Intercités,Mon-Fri,93,67
R02277,Reims,Dijon,15:30,19:21,EuroCity,"Mon,Wed,Fri",105,77
R02280,Reims,Metz,13:50,16:47,Frecciarossa,Daily,113,75
R02281,Reims,Metz,15:30,17:55,InterCity,Sat-Sun,69,49
R02283,Reims,Strasbourg,13:45,17:28,IC,Daily,89,61
R02284,Reims,Strasbourg,15:10,17:14,Italo,"Mon,Wed,Fri",94,61
R02285,Rennes,Angers,9:35,12:31,RE,"Mon,Wed,Fri",45,37
R02286,Rennes,Angers,9:20,12:36,Eurostar,Daily,92,67
R02288,Rennes,Brest,15:05,16:38,RJX,"Tue,Thu",62,41
R02289,Rennes,Nantes,12:50,16:37,AVE,"Mon,Wed,Fri",135,86
R02290,Rennes,Nantes,17:05,21:36,TER,Mon-Fri,73,61
R02292,Rijeka,Maribor,5:35,6:49,Italo,Sat-Sun,74,45
R02293,Rijeka,Maribor,16:40,18:55,RE,Daily,46,35
R02295,Rijeka,Sarajevo,10:55,13:10,Thalys,"Mon,Wed,Fri",60,40
R02296,Rijeka,Sarajevo,14:10,16:52,IC,Sat-Sun,44,34
R02299,Rijeka,Split,15:15,18:35,RegioExpress,Daily,52,41
R02305,Rimini,Ancona,18:50,05:08 (+1d),Nightjet,"Tue,Thu",407,245
R02310,Rimini,Perugia,18:25,20:23,EuroCity,"Tue,Thu",49,36
R02313,Rimini,Ravenna,15:10,16:32,Eurostar,Sat-Sun,40,29
R02314,Rome,Ferrara,13:10,14:54,Thalys,"Tue,Thu",63,41
R02315,Rome,Ferrara,9:35,13:00,IC,Mon-Fri,81,51
R02316,Rome,Florence,17:30,22:16,RegioExpress,"Tue,Thu",78,57
R02317,Rome,Florence,15:40,19:11,Intercités,Daily,76,50
R02320,Rome,L'Aquila,19:40,23:02,Eurostar,Fri-Sun,116,69
R02322,Rome,Milan,15:05,18:49,RJX,"Mon,Wed,Fri",101,62
R02323,Rome,Milan,8:35,12:05,ICE,Mon-Fri,92,66
R02326,Rome,Naples,5:55,10:41,RE,Daily,88,65
R02328,Rome,Ravenna,10:00,12:54,ICE,Fri-Sun,97,58
R02336,Rostock,Dresden,6:35,8:42,RegioExpress,Fri-Sun,26,21
R02337,Rostock,Dresden,5:15,6:13,Eurostar,Mon-Fri,38,28
R02338,Rostock,Hamburg,15:50,17:42,AVE,Fri-Sun,75,49
R02341,Rostock,Kiel,12:45,16:22,RE,"Tue,Thu",61,45
R02344,Rostock,Leipzig,17:55,20:44,Railjet,Fri-Sun,124,75
R02348,Rotterdam,Amsterdam,18:10,19:39,Italo,Fri-Sun,47,33
R02359,Rotterdam,Utrecht,18:15,20:06,AVE,Daily,64,38
R02361,Rouen,Amiens,8:45,10:40,TGV,Fri-Sun,73,47
R02367,Rouen,Paris,15:05,18:34,InterCity,Mon-Fri,107,72
R02368,Rouen,Paris,19:30,21:40,AVE,Mon-Fri,67,41
R02370,Rouen,Versailles,19:35,23:50,RegioExpress,"Tue,Thu",44,36
R02373,Salamanca,Burgos,14:05,15:55,ICE,"Tue,Thu",43,32
R02374,Salamanca,Burgos,6:05,7:23,Railjet,"Mon,Wed,Fri",63,38
R02377,Salamanca,Madrid,14:50,16:59,ICE,"Tue,Thu",52,39
R02378,Salamanca,Madrid,8:00,10:50,Italo,Mon-Fri,93,56
R02380,Salamanca,Toledo,11:40,13:54,IC,Daily,63,43
R02381,Salamanca,Toledo,14:05,16:49,Eurostar,Daily,88,54
R02384,Salamanca,Valladolid,13:40,17:21,IC,Fri-Sun,60,44
R02387,Salerno,Bari,17:55,20:01,RegioExpress,Sat-Sun,28,22
R02391,Salerno,Brindisi,10:35,12:26,Thalys,Mon-Fri,54,39
R02392,Salerno,Brindisi,15:05,17:36,AVE,Daily,82,50
R02396,Salerno,L'Aquila,6:55,9:05,TGV,Fri-Sun,74,44
R02398,Salerno,Naples,18:15,03:52 (+1d),Nightjet,Fri-Sun,321,167
R02399,Salerno,Naples,13:10,15:21,AVE,Sat-Sun,50,36
R02402,Salzburg,Graz,11:40,15:10,RE,Mon-Fri,59,49
R02405,Salzburg,Innsbruck,16:40,19:00,Thalys,Sat-Sun,92,58
R02406,Salzburg,Innsbruck,18:55,20:50,RJX,"Mon,Wed,Fri",86,54
R02408,Salzburg,Linz,6:00,9:12,ICE,Fri-Sun,106,70
R02412,Salzburg,Lugano,13:30,15:30,Frecciarossa,Sat-Sun,78,51
R02413,Salzburg,Lugano,15:25,17:28,ICE,"Mon,Wed,Fri",71,52
R02416,Salzburg,Munich,9:50,13:28,IC,Mon-Fri,77,56
R02418,Salzburg,Vienna,15:10,18:13,Railjet,Fri-Sun,122,90
R02425,San Sebastián,Pamplona,7:20,10:49,InterCity,Fri-Sun,95,72
R02435,Santander,Bilbao,15:40,18:46,Italo,"Tue,Thu",107,70
R02439,Santander,Oviedo,15:30,17:02,ICE,Daily,55,35
R02440,Santander,Oviedo,9:30,11:25,Railjet,Fri-Sun,79,49
R02442,Santander,San Sebastián,7:15,12:32,TER,"Mon,Wed,Fri",69,55
R02443,Santander,San Sebastián,14:00,15:41,RJX,Fri-Sun,54,34
R02446,Santiago de Compostela,Oviedo,13:00,15:00,EuroCity,Daily,44,29
R02447,Santiago de Compostela,Oviedo,10:25,13:51,Eurostar,Fri-Sun,122,74
R02449,Santiago de Compostela,Porto,14:15,16:11,EuroCity,"Tue,Thu",41,30
R02452,Santiago de Compostela,Vigo,7:35,11:12,RegioExpress,Sat-Sun,31,25
R02453,Santiago de Compostela,Vigo,18:15,20:03,RJX,Fri-Sun,72,48
R02454,Sarajevo,Belgrade,7:35,9:23,Intercités,Daily,45,29
R02455,Sarajevo,Belgrade,20:00,06:19 (+1d),Nightjet,Mon-Fri,271,158
R02457,Sarajevo,Mostar,20:50,05:19 (+1d),Nightjet,Mon-Fri,280,175
R02458,Sarajevo,Mostar,13:45,15:22,AVE,"Mon,Wed,Fri",59,35
R02461,Sarajevo,Rijeka,13:50,16:47,InterCity,"Mon,Wed,Fri",78,53
R02465,Sarajevo,Split,9:50,12:40,Eurostar,"Mon,Wed,Fri",84,53
R02468,Seville,Badajoz,12:20,15:51,RegioExpress,Mon-Fri,47,36
R02480,Sheffield,Leeds,12:00,15:03,Intercités,Sat-Sun,89,60
R02481,Sheffield,Leeds,12:40,16:29,EuroCity,Sat-Sun,98,62
R02484,Sheffield,Liverpool,9:50,11:28,RJX,Sat-Sun,63,40
R02487,Sheffield,Newcastle,9:10,9:53,Railjet,Sat-Sun,43,28
R02488,Sheffield,Newcastle,9:40,12:40,TER,Daily,56,42
R02491,Sheffield,York,13:00,16:58,RE,"Tue,Thu",63,50
R02492,Sofia,Belgrade,7:55,10:45,TGV,Daily,122,78
R02493,Sofia,Belgrade,19:45,21:19,Railjet,Mon-Fri,54,39
R02496,Sofia,Bucharest,14:10,19:11,Frecciarossa,Daily,151,102
R02501,Sofia,Novi Sad,9:05,12:26,RegioExpress,"Tue,Thu",46,39
R02502,Sofia,Novi Sad,21:35,08:55 (+1d),Nightjet,Daily,420,223
R02504,Sofia,Plovdiv,14:10,16:34,IC,Sat-Sun,58,40
R02507,Sofia,Thessaloniki,8:45,11:57,EuroCity,Fri-Sun,72,51
R02508,Sofia,Thessaloniki,11:45,15:47,RE,Daily,53,43
R02510,Sofia,Varna,9:05,11:00,EuroCity,Fri-Sun,32,23
R02511,Sofia,Varna,14:05,17:40,RegioExpress,Fri-Sun,56,43
R02517,Sopot,Gdynia,17:30,20:21,TGV,"Tue,Thu",69,43
R02519,Sopot,Warsaw,12:10,15:00,Italo,Fri-Sun,87,52
R02526,Southampton,Brighton,19:25,22:32,AVE,Daily,114,74
R02527,Southampton,Brighton,19:25,22:15,Italo,Mon-Fri,88,63
R02530,Southampton,Cambridge,18:25,21:17,Frecciarossa,Daily,114,78
R02533,Southampton,Oxford,6:55,8:19,Railjet,Mon-Fri,58,41
R02537,Southampton,Portsmouth,20:50,06:20 (+1d),Nightjet,Sat-Sun,283,160
R02538,Southampton,Portsmouth,12:05,14:30,IC,Sat-Sun,52,35
R02541,Split,Mostar,11:20,14:18,TER,Fri-Sun,48,36
R02543,Split,Rijeka,19:35,22:23,TGV,Mon-Fri,96,69
R02544,Split,Rijeka,19:35,21:55,Intercités,"Tue,Thu",66,43
R02549,Split,Zagreb,15:40,17:26,RJX,"Tue,Thu",53,33
R02552,St. Gallen,Geneva,19:05,21:08,ICE,Mon-Fri,66,49
R02555,St. Gallen,Innsbruck,17:25,19:53,InterCity,"Mon,Wed,Fri",60,46
R02556,St. Gallen,Innsbruck,18:25,04:05 (+1d),Nightjet,Sat-Sun,313,186
R02558,St. Gallen,Lucerne,18:00,21:25,Frecciarossa,Sat-Sun,90,62
R02559,St. Gallen,Lugano,9:50,11:36,Railjet,"Tue,Thu",65,43
R02569,Stavanger,Tampere,16:45,19:54,RJX,Fri-Sun,147,93
R02570,Stavanger,Tampere,9:20,12:10,RegioExpress,Daily,31,25
R02571,Stavanger,Trondheim,6:05,9:01,AVE,Fri-Sun,99,59
R02579,Stockholm,Helsingborg,19:40,06:52 (+1d),Nightjet,"Mon,Wed,Fri",345,217
R02586,Stockholm,Uppsala,11:50,12:55,RJX,Sat-Sun,63,38
R02592,Strasbourg,Basel,8:10,11:16,Thalys,Daily,144,86
R02595,Strasbourg,Dijon,17:05,20:54,RE,Mon-Fri,52,38
R02596,Strasbourg,Dijon,12:00,15:30,TER,Mon-Fri,58,46
R02604,Strasbourg,Paris,11:20,12:50,EuroCity,Daily,61,39
R02605,Strasbourg,Paris,14:30,16:17,AVE,Mon-Fri,46,29
R02609,Stuttgart,Karlsruhe,11:50,13:35,RJX,"Tue,Thu",89,54
R02611,Stuttgart,Mannheim,17:45,20:05,ICE,"Mon,Wed,Fri",95,65
R02614,Stuttgart,Nuremberg,5:40,8:10,Eurostar,"Mon,Wed,Fri",76,47
R02615,Stuttgart,Nuremberg,9:10,12:54,RegioExpress,Mon-Fri,53,42
R02621,Swansea,Bristol,5:10,7:07,Frecciarossa,"Tue,Thu",39,28
R02630,Swansea,Plymouth,13:55,16:31,AVE,Sat-Sun,92,68
R02631,Swansea,Plymouth,10:00,13:08,Frecciarossa,Mon-Fri,122,88
R02635,Szeged,Budapest,8:55,13:57,RegioExpress,"Tue,Thu",62,45
R02637,Szeged,Debrecen,19:00,21:56,RE,Daily,56,45
R02646,Tampere,Helsinki,18:15,20:21,TGV,Fri-Sun,88,57
R02647,Tampere,Helsinki,18:30,22:00,RegioExpress,"Mon,Wed,Fri",54,45
R02654,Tampere,Stavanger,15:15,19:36,InterCity,"Mon,Wed,Fri",84,55
R02659,Tampere,Turku,12:05,14:51,ICE,"Mon,Wed,Fri",120,73
R02661,Taranto,Bari,15:30,16:57,Italo,Mon-Fri,61,43
R02664,Taranto,Brindisi,18:40,22:49,RegioExpress,"Tue,Thu",74,57
R02667,Taranto,Messina,5:20,7:08,Intercités,Sat-Sun,44,31
R02676,Terni,L'Aquila,21:45,08:58 (+1d),Nightjet,Daily,384,210
R02678,Terni,Naples,15:55,20:47,RegioExpress,Sat-Sun,64,47
R02679,Terni,Naples,6:45,9:54,InterCity,Sat-Sun,70,49
R02681,Terni,Rome,12:20,15:27,RE,Fri-Sun,51,40
R02685,The Hague,Eindhoven,12:10,14:04,ICE,Daily,71,45
R02689,The Hague,Rotterdam,15:30,17:02,ICE,"Mon,Wed,Fri",61,37
R02691,The Hague,Utrecht,7:00,9:42,TGV,"Mon,Wed,Fri",95,69
R02693,Thessaloniki,Sofia,19:45,23:00,TGV,Fri-Sun,122,81
R02710,Toledo,Madrid,9:10,11:03,Frecciarossa,Fri-Sun,62,46
R02714,Toledo,Salamanca,19:45,22:33,Railjet,Fri-Sun,74,48
R02716,Toledo,Valencia,16:05,18:19,Eurostar,"Tue,Thu",81,56
R02718,Toulouse,Barcelona,17:55,19:48,RegioExpress,Mon-Fri,29,23
R02721,Tours,Angers,10:40,13:46,Frecciarossa,Mon-Fri,140,90
R02722,Tours,Angers,19:55,21:33,Railjet,Fri-Sun,54,37
R02724,Tours,Bordeaux,15:45,16:43,TGV,Daily,54,40
R02725,Tours,Bordeaux,12:25,14:08,Intercités,"Mon,Wed,Fri",44,33
R02731,Tours,Poitiers,14:45,17:23,InterCity,Sat-Sun,57,41
R02733,Trento,Bologna,18:40,22:33,RJX,Sat-Sun,129,81
R02734,Trento,Bologna,17:45,20:12,EuroCity,Sat-Sun,52,34
R02737,Trento,Bolzano,14:15,17:37,EuroCity,Sat-Sun,97,71
R02738,Trento,Bolzano,7:20,9:06,AVE,Mon-Fri,79,54
R02741,Trento,Padua,18:10,21:18,Intercités,Fri-Sun,61,41
R02742,Trento,Venice,18:00,20:58,Italo,Fri-Sun,98,63
R02745,Trieste,Ljubljana,15:05,18:08,InterCity,Mon-Fri,67,46
R02747,Trieste,Venice,16:35,18:47,Frecciarossa,"Tue,Thu",73,48
R02748,Trieste,Venice,5:00,10:00,TER,Fri-Sun,60,48
R02755,Trondheim,Drammen,5:55,7:44,Intercités,Daily,34,23
R02759,Trondheim,Oslo,5:35,7:30,ICE,Sat-Sun,54,38
R02763,Trondheim,Stavanger,12:45,15:58,TER,Sat-Sun,49,36
R02765,Turin,Como,12:30,15:22,EuroCity,"Mon,Wed,Fri",76,52
R02768,Turin,Milan,5:55,7:15,Italo,"Mon,Wed,Fri",41,28
R02774,Turku,Oulu,10:15,12:28,ICE,"Tue,Thu",68,51
R02778,Turku,Tampere,7:00,12:02,RegioExpress,Mon-Fri,58,48
R02779,Turku,Tampere,17:40,20:55,Thalys,"Tue,Thu",97,65
R02783,Uppsala,Stockholm,9:40,12:30,AVE,"Mon,Wed,Fri",111,70
R02793,Utrecht,Amsterdam,9:35,13:26,RE,Fri-Sun,73,57
R02795,Utrecht,Eindhoven,16:10,19:21,Frecciarossa,Fri-Sun,78,54
R02796,Utrecht,Eindhoven,10:00,12:49,Italo,Mon-Fri,85,62
R02800,Utrecht,The Hague,7:00,8:58,IC,Mon-Fri,44,31
R02801,Utrecht,The Hague,9:55,11:00,Railjet,Daily,51,33
R02803,Valencia,Alicante,12:55,14:53,RegioExpress,Mon-Fri,24,18
R02810,Valencia,Murcia,11:25,14:49,InterCity,Sat-Sun,83,58
R02812,Valencia,Toledo,8:50,10:20,ICE,"Tue,Thu",62,44
R02815,Valladolid,Burgos,13:45,15:15,Thalys,"Mon,Wed,Fri",82,57
R02816,Valladolid,Burgos,21:35,07:19 (+1d),Nightjet,Sat-Sun,273,175
R02820,Valladolid,Madrid,15:55,19:52,RegioExpress,"Tue,Thu",64,47
R02821,Valladolid,Madrid,15:45,17:10,Railjet,"Mon,Wed,Fri",52,36
R02824,Valladolid,Salamanca,12:25,15:10,Eurostar,Fri-Sun,75,53
R02827,Varna,Bucharest,19:10,20:26,Thalys,Mon-Fri,56,40
R02830,Varna,Burgas,7:40,10:33,Railjet,Daily,85,62
R02834,Varna,Plovdiv,10:15,13:47,InterCity,Fri-Sun,56,40
R02835,Varna,Sofia,9:15,11:10,Eurostar,"Mon,Wed,Fri",70,44
R02839,Venice,Bolzano,5:35,8:00,Italo,Mon-Fri,81,58
R02845,Venice,Padua,19:35,06:02 (+1d),Nightjet,Daily,385,219
R02846,Venice,Padua,14:25,17:38,Railjet,Fri-Sun,77,51
R02848,Venice,Trento,21:20,05:52 (+1d),Nightjet,Mon-Fri,284,185
R02849,Venice,Trento,18:05,20:58,TGV,"Tue,Thu",109,77
R02851,Venice,Trieste,15:00,18:21,IC,Sat-Sun,81,58
R02856,Venice,Vicenza,9:35,12:16,RE,Daily,36,30
R02858,Verona,Bergamo,12:00,14:22,AVE,"Tue,Thu",79,58
R02861,Verona,Brescia,14:50,18:58,InterCity,Daily,87,59
R02864,Verona,Padua,13:25,16:51,EuroCity,Sat-Sun,64,47
R02867,Verona,Vicenza,8:45,11:38,Thalys,Fri-Sun,80,54
R02868,Verona,Vicenza,16:40,18:08,Eurostar,"Tue,Thu",48,30
R02870,Versailles,Amiens,15:50,18:22,EuroCity,Sat-Sun,67,45
R02871,Versailles,Amiens,11:40,14:31,RJX,"Mon,Wed,Fri",86,59
R02878,Versailles,Paris,13:25,16:12,ICE,"Mon,Wed,Fri",101,64
R02880,Versailles,Rouen,14:00,18:14,RegioExpress,Daily,44,34
R02883,Vicenza,Brescia,8:40,11:20,Frecciarossa,Daily,103,73
R02884,Vicenza,Brescia,12:25,16:28,IC,Mon-Fri,117,75
R02886,Vicenza,Padua,9:40,12:26,TGV,Daily,93,61
R02887,Vicenza,Padua,19:40,23:40,IC,"Mon,Wed,Fri",99,72
R02888,Vicenza,Venice,11:50,16:50,TER,Sat-Sun,77,61
R02889,Vicenza,Venice,9:50,11:43,EuroCity,Fri-Sun,55,35
R02890,Vicenza,Verona,12:35,14:24,TGV,Sat-Sun,61,39
R02891,Vicenza,Verona,15:15,18:16,Intercités,"Mon,Wed,Fri",66,47
R02893,Vienna,Augsburg,15:05,16:40,IC,Daily,39,25
R02898,Vienna,Bratislava,21:55,08:38 (+1d),Nightjet,Fri-Sun,337,222
R02899,Vienna,Budapest,11:35,17:42,Railjet,Fri-Sun,208,148
R02900,Vienna,Budapest,9:00,15:45,Intercités,Daily,160,119
R02902,Vienna,Graz,9:35,12:08,Thalys,Sat-Sun,118,82
R02905,Vienna,Linz,5:25,7:26,RE,Mon-Fri,29,23
R02906,Vienna,Linz,20:05,07:55 (+1d),Nightjet,Fri-Sun,442,266
R02909,Vienna,Munich,7:55,14:29,RJX,"Mon,Wed,Fri",208,152
R02911,Vienna,Prague,11:55,21:31,RE,"Mon,Wed,Fri",164,132
R02912,Vienna,Prague,7:45,13:53,Eurostar,Mon-Fri,245,147
R02913,Vienna,Salzburg,15:40,19:54,RegioExpress,"Tue,Thu",51,42
R02945,Warsaw,Krakow,11:25,14:07,EuroCity,Sat-Sun,75,52
R02946,Warsaw,Krakow,15:25,19:00,TER,"Mon,Wed,Fri",42,34
R02948,Warsaw,Lublin,9:45,13:43,Intercités,Sat-Sun,86,63
R02949,Warsaw,Lublin,11:35,14:16,ICE,"Mon,Wed,Fri",98,59
R02986,York,Edinburgh,6:00,9:11,EuroCity,Fri-Sun,87,55
R02990,York,Glasgow,17:55,20:05,ICE,Daily,69,41
R02994,York,Newcastle,16:00,18:09,IC,"Tue,Thu",49,32
R02995,York,Newcastle,15:55,18:06,Thalys,"Tue,Thu",85,62
R02998,York,Sheffield,18:50,22:13,Italo,Fri-Sun,82,56
R03001,Zagreb,Budapest,16:30,21:20,Thalys,Fri-Sun,180,108
R03002,Zagreb,Budapest,18:00,21:28,Frecciarossa,"Mon,Wed,Fri",137,95
R03004,Zagreb,Ljubljana,8:50,10:27,ICE,"Tue,Thu",84,53
R03007,Zagreb,Maribor,19:15,22:00,TER,Daily,41,34
R03010,Zagreb,Rijeka,14:15,16:10,Frecciarossa,Fri-Sun,58,42
R03012,Zagreb,Split,20:05,05:51 (+1d),Nightjet,Mon-Fri,319,186
R03013,Zagreb,Split,9:40,11:45,Italo,Fri-Sun,72,50
R03015,Zaragoza,Bilbao,11:30,14:59,AVE,Mon-Fri,115,71
R03018,Zaragoza,Logroao,6:05,7:29,RJX,Fri-Sun,70,43
R03020,Zaragoza,Pamplona,13:55,16:29,ICE,Fri-Sun,112,69
R03021,Zaragoza,Pamplona,11:55,14:45,AVE,Sat-Sun,125,78
R03024,Zaragoza,San Sebastián,18:40,05:06 (+1d),Nightjet,Sat-Sun,440,231
R03025,Zaragoza,San Sebastián,10:45,13:26,RE,Sat-Sun,32,24
R03032,Zurich,Bern,13:20,16:47,RegioExpress,Fri-Sun,48,36
R03036,Zurich,Geneva,19:55,22:48,IC,Fri-Sun,49,36
R03038,Zurich,Milan,11:20,17:14,Italo,"Tue,Thu",215,144
R03040,Zurich,Munich,8:10,12:19,AVE,Daily,169,100
R03041,Zurich,Munich,9:30,16:16,InterCity,Daily,159,107
R03045,Arebro,Linkaping,5:25,9:07,InterCity,Daily,63,49
R03047,Arebro,Stockholm,11:00,13:15,Thalys,Sat-Sun,97,61
R03050,Arebro,Uppsala,7:50,12:14,RE,Fri-Sun,82,60
R03057,Budajovice,Brno,18:45,03:15 (+1d),Nightjet,"Tue,Thu",240,141
R03058,Budajovice,Ostrava,15:05,17:19,TGV,Sat-Sun,102,65
R03059,Budajovice,Ostrava,12:20,15:53,IC,"Tue,Thu",68,44
R03061,Budajovice,Plzea,17:05,20:24,EuroCity,Daily,73,47
R03062,Budajovice,Plzea,12:50,14:33,RegioExpress,"Tue,Thu",30,23
R03067,Adao,Lublin,5:55,7:06,RJX,Sat-Sun,41,28
R03068,Adao,Lublin,14:30,16:38,IC,Mon-Fri,54,34
R03070,Adao,Sopot,17:10,19:52,AVE,Mon-Fri,108,68
